matricula,mediaNotas,menorNota,maiorNota,quantidadeDisciplinasCursadas,quantidadeAprovacoes,quantidadeReprovacoes,mediaAprovadas,mediaReprovadas,cargaHorariaPassada,taxaDeSucesso,semestrePassado,anosMatriculado,menorNota_cat,maiorNota_cat,mediaNotas_cat,mediaAprovadas_cat,mediaReprovadas_cat,cargaHorariaPassada_cat
20170183036,3.633333333333334,1.5,5.4,6,2,4,5.2,2.85,255.0,0.3333333333333333,2018.1,1,baixa,media,baixa,media,baixa,baixa
20170183063,5.819999999999999,5.2,6.5,5,5,0,5.819999999999999,0.0,240.0,1.0,2018.1,1,media,media,media,media,baixa,baixa
20170183072,4.233333333333333,0.6,8.1,6,2,4,6.949999999999999,2.875,315.0,0.3333333333333333,2018.1,1,baixa,alta,baixa,media,baixa,media
20170183090,4.1000000000000005,0.7,6.4,6,4,2,5.775,0.75,300.0,0.6666666666666666,2018.1,1,baixa,media,baixa,media,baixa,media
20170183134,5.183333333333334,1.1,8.0,6,5,1,6.0,1.1,315.0,0.8333333333333334,2018.1,1,baixa,alta,media,media,baixa,media
20170183143,0.625,0.0,2.5,4,0,4,0.0,0.625,195.0,0.0,2018.1,1,baixa,baixa,baixa,baixa,baixa,baixa
20170183161,4.0200000000000005,0.0,5.8,5,3,2,5.5,1.8,285.0,0.6,2018.1,1,baixa,media,baixa,media,baixa,media
20170183170,4.6000000000000005,0.5,6.2,6,5,1,5.42,0.5,315.0,0.8333333333333334,2018.1,1,baixa,media,baixa,media,baixa,media
20170183180,2.6999999999999997,0.0,8.0,3,1,2,8.0,0.05,240.0,0.3333333333333333,2018.1,1,baixa,alta,baixa,alta,baixa,baixa
20170183199,5.2,2.7,7.9,6,4,2,6.375,2.85,315.0,0.6666666666666666,2018.1,1,baixa,alta,media,media,baixa,media
20170183205,5.466666666666668,3.8,7.1,6,5,1,5.8,3.8,315.0,0.8333333333333334,2018.1,1,baixa,alta,media,media,baixa,media
20170183223,4.08,0.0,6.8,5,3,2,6.300000000000001,0.75,285.0,0.6,2018.1,1,baixa,media,baixa,media,baixa,media
20170183232,2.6,0.2,5.0,2,1,1,5.0,0.2,90.0,0.5,2018.1,1,baixa,media,baixa,media,baixa,muito_baixa
20170183241,3.585714285714286,0.3,6.2,7,4,3,5.749999999999999,0.7000000000000001,375.0,0.5714285714285714,2018.1,1,baixa,media,baixa,media,baixa,media
20170183260,4.3999999999999995,0.7,9.1,7,3,4,6.866666666666667,2.5500000000000003,405.0,0.42857142857142855,2018.1,1,baixa,alta,baixa,media,baixa,media
20170183279,1.8666666666666665,0.0,8.7,6,1,5,8.7,0.5,270.0,0.16666666666666666,2018.1,1,baixa,alta,baixa,alta,baixa,baixa
20170183288,4.614285714285714,0.0,8.3,7,5,2,6.44,0.05,405.0,0.7142857142857143,2018.1,1,baixa,alta,baixa,media,baixa,media
20170183297,2.5,0.3,5.4,7,2,5,5.2,1.42,405.0,0.2857142857142857,2018.1,1,baixa,media,baixa,media,baixa,media
20170183321,2.45,1.0,5.5,4,1,3,5.5,1.4333333333333333,210.0,0.25,2018.1,1,baixa,media,baixa,media,baixa,baixa
20170183330,7.333333333333333,3.8,9.4,6,5,1,8.040000000000001,3.8,315.0,0.8333333333333334,2018.1,1,baixa,alta,alta,alta,baixa,media
20170183368,2.3499999999999996,0.1,5.3,4,1,3,5.3,1.3666666666666665,195.0,0.25,2018.1,1,baixa,media,baixa,media,baixa,baixa
20170183401,1.7750000000000001,0.0,5.9,4,1,3,5.9,0.39999999999999997,210.0,0.25,2018.1,1,baixa,media,baixa,media,baixa,baixa
20170183410,1.85,0.0,6.5,4,1,3,6.5,0.3,210.0,0.25,2018.1,1,baixa,media,baixa,media,baixa,baixa
20170184679,2.3333333333333335,0.1,6.0,3,1,2,6.0,0.5,180.0,0.3333333333333333,2018.1,1,baixa,media,baixa,media,baixa,baixa
20180000452,1.1666666666666667,0.0,2.8,6,0,6,0.0,1.1666666666666667,270.0,0.0,2018.1,0,baixa,baixa,baixa,baixa,baixa,baixa
20180001128,4.84,3.0,5.8,5,3,2,5.733333333333333,3.5,330.0,0.6,2018.1,0,baixa,media,baixa,media,baixa,media
20180001146,5.466666666666666,2.1,7.4,3,2,1,7.15,2.1,120.0,0.6666666666666666,2018.1,0,baixa,alta,media,alta,baixa,baixa
20180001164,4.275,0.3,6.4,4,2,2,6.300000000000001,2.25,210.0,0.5,2018.1,0,baixa,media,baixa,media,baixa,baixa
20180001208,4.65,1.3,6.3,4,3,1,5.766666666666667,1.3,210.0,0.75,2018.1,0,baixa,media,baixa,media,baixa,baixa
20180001244,7.425000000000001,6.0,8.6,4,4,0,7.425000000000001,0.0,180.0,1.0,2018.1,0,media,alta,alta,alta,baixa,baixa
20180001262,5.45,2.2,8.7,4,3,1,6.533333333333334,2.2,210.0,0.75,2018.1,0,baixa,alta,media,media,baixa,baixa
20180001306,6.2714285714285705,2.3,8.7,7,6,1,6.933333333333333,2.3,330.0,0.8571428571428571,2018.1,0,baixa,alta,media,media,baixa,media
20180001324,8.2,8.1,8.3,2,2,0,8.2,0.0,60.0,1.0,2018.1,0,alta,alta,alta,alta,baixa,muito_baixa
20180001342,6.6000000000000005,5.7,8.3,3,3,0,6.6000000000000005,0.0,150.0,1.0,2018.1,0,media,alta,media,media,baixa,baixa
20180001360,6.133333333333333,2.4,7.1,6,5,1,6.88,2.4,300.0,0.8333333333333334,2018.1,0,baixa,alta,media,media,baixa,media
20180001404,7.3,5.0,9.2,6,6,0,7.3,0.0,300.0,1.0,2018.1,0,media,alta,alta,alta,baixa,media
20180001440,4.733333333333333,0.3,8.0,3,2,1,6.95,0.3,120.0,0.6666666666666666,2018.1,0,baixa,alta,baixa,media,baixa,baixa
20180001502,7.475,6.0,8.6,4,4,0,7.475,0.0,180.0,1.0,2018.1,0,media,alta,alta,alta,baixa,baixa
20180001585,3.0,1.2,7.0,4,1,3,7.0,1.6666666666666667,210.0,0.25,2018.1,0,baixa,alta,baixa,alta,baixa,baixa
20180001629,3.05,0.0,6.6,8,3,5,5.599999999999999,1.52,480.0,0.375,2018.1,0,baixa,media,baixa,media,baixa,alta
20180001665,4.4,1.2,7.1,4,2,2,6.15,2.65,225.0,0.5,2018.1,0,baixa,alta,baixa,media,baixa,baixa
20180001683,6.266666666666667,5.0,7.3,3,3,0,6.266666666666667,0.0,90.0,1.0,2018.1,0,media,alta,media,media,baixa,muito_baixa
20180001709,7.525,5.0,8.8,4,4,0,7.525,0.0,210.0,1.0,2018.1,0,media,alta,alta,alta,baixa,baixa
20180001763,6.871428571428572,0.8,10.0,7,6,1,7.883333333333333,0.8,390.0,0.8571428571428571,2018.1,0,baixa,,media,alta,baixa,media
20180001843,0.25,0.0,1.5,6,0,6,0.0,0.25,270.0,0.0,2018.1,0,baixa,baixa,baixa,baixa,baixa,baixa
20180001880,5.85,2.2,8.4,4,3,1,7.066666666666667,2.2,180.0,0.75,2018.1,0,baixa,alta,media,alta,baixa,baixa
20180001905,1.825,0.0,6.7,4,1,3,6.7,0.19999999999999998,300.0,0.25,2018.1,0,baixa,media,baixa,media,baixa,media
20180001923,5.2,5.0,5.4,2,2,0,5.2,0.0,135.0,1.0,2018.1,0,media,media,media,media,baixa,baixa
20180002009,4.800000000000001,1.3,6.5,4,3,1,5.966666666666666,1.3,270.0,0.75,2018.1,0,baixa,media,baixa,media,baixa,baixa
20180002027,4.84,0.0,7.8,5,3,2,6.5,2.35,270.0,0.6,2018.1,0,baixa,alta,baixa,media,baixa,baixa
20180002045,4.35,1.8,6.3,6,3,3,5.866666666666667,2.8333333333333335,390.0,0.5,2018.1,0,baixa,media,baixa,media,baixa,media
20180002063,0.35,0.0,0.7,2,0,2,0.0,0.35,60.0,0.0,2018.1,0,baixa,baixa,baixa,baixa,baixa,muito_baixa
20180002081,6.7250000000000005,5.3,8.0,4,4,0,6.7250000000000005,0.0,180.0,1.0,2018.1,0,media,alta,media,media,baixa,baixa
20180002125,3.08,0.0,6.0,5,2,3,5.85,1.2333333333333334,360.0,0.4,2018.1,0,baixa,media,baixa,media,baixa,media
20180002223,6.425000000000001,5.6,7.2,4,4,0,6.425000000000001,0.0,210.0,1.0,2018.1,0,media,alta,media,media,baixa,baixa
20180002241,2.95,0.5,5.4,2,1,1,5.4,0.5,90.0,0.5,2018.1,0,baixa,media,baixa,media,baixa,muito_baixa
20180002288,7.7,5.8,9.0,6,6,0,7.7,0.0,330.0,1.0,2018.1,0,media,alta,alta,alta,baixa,media
20180002321,3.0,0.0,6.1,5,2,3,5.949999999999999,1.0333333333333332,270.0,0.4,2018.1,0,baixa,media,baixa,media,baixa,baixa
20180002401,6.2250000000000005,3.2,7.8,8,7,1,6.6571428571428575,3.2,390.0,0.875,2018.1,0,baixa,alta,media,media,baixa,media
20180002448,5.35,2.7,6.8,4,3,1,6.233333333333333,2.7,210.0,0.75,2018.1,0,baixa,media,media,media,baixa,baixa
20180002466,7.15,6.3,8.3,4,4,0,7.15,0.0,210.0,1.0,2018.1,0,media,alta,alta,alta,baixa,baixa
20180002528,0.0,0.0,0.0,8,0,8,0.0,0.0,420.0,0.0,2018.1,0,baixa,baixa,baixa,baixa,baixa,alta
20180007542,7.599999999999999,5.3,8.9,6,5,1,8.059999999999999,5.3,330.0,0.8333333333333334,2018.1,0,media,alta,alta,alta,media,media
20180007785,8.175,6.0,10.0,4,4,0,8.175,0.0,195.0,1.0,2018.1,0,media,,alta,alta,baixa,baixa
20180007954,0.4666666666666666,0.0,1.4,3,0,3,0.0,0.4666666666666666,120.0,0.0,2018.1,0,baixa,baixa,baixa,baixa,baixa,baixa
20180008011,8.385714285714284,6.3,9.7,7,7,0,8.385714285714284,0.0,345.0,1.0,2018.1,0,media,alta,alta,alta,baixa,media
20180008174,3.5,0.0,7.0,2,1,1,7.0,0.0,90.0,0.5,2018.1,0,baixa,alta,baixa,alta,baixa,muito_baixa
20180010824,0.4,0.4,0.4,1,0,1,0.0,0.4,90.0,0.0,2018.1,0,baixa,baixa,baixa,baixa,baixa,muito_baixa
20180010842,4.2,1.2,5.4,4,3,1,5.2,1.2,210.0,0.75,2018.1,0,baixa,media,baixa,media,baixa,baixa
20180010860,2.883333333333333,0.0,9.2,6,1,5,9.2,1.6199999999999999,330.0,0.16666666666666666,2018.1,0,baixa,alta,baixa,alta,baixa,media
20180010889,2.225,0.0,8.4,4,1,3,8.4,0.16666666666666666,210.0,0.25,2018.1,0,baixa,alta,baixa,alta,baixa,baixa
20180011080,5.1,5.1,5.1,1,1,0,5.1,0.0,60.0,1.0,2018.1,0,media,media,media,media,baixa,muito_baixa
20180029737,3.5500000000000003,1.2,5.4,6,1,5,5.4,3.1799999999999997,330.0,0.16666666666666666,2018.1,0,baixa,media,baixa,media,baixa,media
20180029755,2.1333333333333333,0.0,3.3,6,0,6,0.0,2.1333333333333333,330.0,0.0,2018.1,0,baixa,baixa,baixa,baixa,baixa,media
20180029773,6.033333333333334,5.3,6.6,6,6,0,6.033333333333334,0.0,330.0,1.0,2018.1,0,media,media,media,media,baixa,media
20180029817,4.633333333333334,2.2,6.7,6,3,3,6.266666666666666,3.0,330.0,0.5,2018.1,0,baixa,media,baixa,media,baixa,media
20180029835,8.133333333333333,5.9,9.5,6,6,0,8.133333333333333,0.0,330.0,1.0,2018.1,0,media,alta,alta,alta,baixa,media
20180029853,4.016666666666667,0.2,6.7,6,3,3,5.8999999999999995,2.1333333333333333,330.0,0.5,2018.1,0,baixa,media,baixa,media,baixa,media
20180029871,2.5166666666666666,0.0,6.5,6,2,4,6.15,0.7,330.0,0.3333333333333333,2018.1,0,baixa,media,baixa,media,baixa,media
20180029890,6.066666666666666,4.7,7.3,6,4,2,6.699999999999999,4.800000000000001,330.0,0.6666666666666666,2018.1,0,baixa,alta,media,media,baixa,media
20180029933,6.6000000000000005,5.0,8.2,6,6,0,6.6000000000000005,0.0,330.0,1.0,2018.1,0,media,alta,media,media,baixa,media
20180029970,5.283333333333334,0.0,9.4,6,4,2,7.0,1.85,330.0,0.6666666666666666,2018.1,0,baixa,alta,media,alta,baixa,media
20180030012,7.8,6.4,9.2,6,6,0,7.8,0.0,330.0,1.0,2018.1,0,media,alta,alta,alta,baixa,media
20180030059,8.516666666666666,7.2,9.5,6,6,0,8.516666666666666,0.0,330.0,1.0,2018.1,0,alta,alta,alta,alta,baixa,media
20180030095,8.566666666666666,7.1,9.2,6,6,0,8.566666666666666,0.0,330.0,1.0,2018.1,0,alta,alta,alta,alta,baixa,media
20180030139,3.316666666666667,1.1,6.1,6,2,4,5.699999999999999,2.125,330.0,0.3333333333333333,2018.1,0,baixa,media,baixa,media,baixa,media
20180030157,2.3,0.0,6.4,6,2,4,6.0,0.45,330.0,0.3333333333333333,2018.1,0,baixa,media,baixa,media,baixa,media
20180030175,8.916666666666666,7.5,9.7,6,6,0,8.916666666666666,0.0,330.0,1.0,2018.1,0,alta,alta,alta,alta,baixa,media
20180030193,7.416666666666667,6.4,8.8,6,6,0,7.416666666666667,0.0,330.0,1.0,2018.1,0,media,alta,alta,alta,baixa,media
20180030237,5.75,1.7,8.4,6,5,1,6.56,1.7,330.0,0.8333333333333334,2018.1,0,baixa,alta,media,media,baixa,media
20180030317,4.366666666666666,0.9,8.4,6,2,4,7.25,2.9250000000000003,330.0,0.3333333333333333,2018.1,0,baixa,alta,baixa,alta,baixa,media
20180030335,1.614285714285714,0.0,5.1,7,1,6,5.1,1.0333333333333332,390.0,0.14285714285714285,2018.1,0,baixa,media,baixa,media,baixa,media
20180030390,5.216666666666666,2.0,7.6,6,5,1,5.859999999999999,2.0,330.0,0.8333333333333334,2018.1,0,baixa,alta,media,media,baixa,media
20180030415,2.3333333333333335,0.0,5.0,6,1,5,5.0,1.8,330.0,0.16666666666666666,2018.1,0,baixa,media,baixa,media,baixa,media
20180030433,1.8166666666666667,0.0,5.9,6,1,5,5.9,1.0,330.0,0.16666666666666666,2018.1,0,baixa,media,baixa,media,baixa,media
20180030451,8.75,6.0,10.0,6,6,0,8.75,0.0,330.0,1.0,2018.1,0,media,,alta,alta,baixa,media
20180030470,7.316666666666666,5.6,8.8,6,6,0,7.316666666666666,0.0,330.0,1.0,2018.1,0,media,alta,alta,alta,baixa,media
20180030498,7.75,7.0,8.8,6,6,0,7.75,0.0,330.0,1.0,2018.1,0,alta,alta,alta,alta,baixa,media
20180030513,7.916666666666667,7.0,9.8,6,6,0,7.916666666666667,0.0,330.0,1.0,2018.1,0,alta,alta,alta,alta,baixa,media
20180030630,8.333333333333334,7.2,9.6,6,6,0,8.333333333333334,0.0,330.0,1.0,2018.1,0,alta,alta,alta,alta,baixa,media
20180030658,7.45,6.9,8.1,6,6,0,7.45,0.0,330.0,1.0,2018.1,0,media,alta,alta,alta,baixa,media
20180030676,5.733333333333333,3.6,8.5,6,5,1,6.159999999999999,3.6,330.0,0.8333333333333334,2018.1,0,baixa,alta,media,media,baixa,media
20180030738,7.033333333333332,5.6,9.1,6,6,0,7.033333333333332,0.0,330.0,1.0,2018.1,0,media,alta,alta,alta,baixa,media
20180030756,7.983333333333332,7.0,9.6,6,6,0,7.983333333333332,0.0,330.0,1.0,2018.1,0,alta,alta,alta,alta,baixa,media
20180030774,6.749999999999999,5.4,7.5,6,6,0,6.749999999999999,0.0,330.0,1.0,2018.1,0,media,alta,media,media,baixa,media
20180030818,4.333333333333333,1.6,6.4,6,3,3,6.066666666666667,2.6,330.0,0.5,2018.1,0,baixa,media,baixa,media,baixa,media
20180030836,7.566666666666667,6.5,8.9,6,6,0,7.566666666666667,0.0,330.0,1.0,2018.1,0,media,alta,alta,alta,baixa,media
20180030854,7.3999999999999995,6.5,8.3,6,6,0,7.3999999999999995,0.0,330.0,1.0,2018.1,0,media,alta,alta,alta,baixa,media
20180030952,9.083333333333334,8.0,10.0,6,6,0,9.083333333333334,0.0,330.0,1.0,2018.1,0,alta,,alta,alta,baixa,media
20180030970,5.616666666666667,5.0,6.4,6,6,0,5.616666666666667,0.0,330.0,1.0,2018.1,0,media,media,media,media,baixa,media
20180030999,7.783333333333334,5.3,10.0,6,6,0,7.783333333333334,0.0,330.0,1.0,2018.1,0,media,,alta,alta,baixa,media
20180031010,2.7399999999999998,0.0,6.1,5,1,4,6.1,1.9,270.0,0.2,2018.1,0,baixa,media,baixa,media,baixa,baixa
20180031038,5.266666666666667,1.5,7.2,6,5,1,6.02,1.5,330.0,0.8333333333333334,2018.1,0,baixa,alta,media,media,baixa,media
20180031056,7.116666666666666,6.0,8.0,6,6,0,7.116666666666666,0.0,330.0,1.0,2018.1,0,media,alta,alta,alta,baixa,media
20180031074,3.1333333333333333,0.0,7.0,6,2,4,6.4,1.5,330.0,0.3333333333333333,2018.1,0,baixa,alta,baixa,media,baixa,media
20180031154,8.166666666666666,6.5,9.9,6,6,0,8.166666666666666,0.0,330.0,1.0,2018.1,0,media,alta,alta,alta,baixa,media
20180031172,2.48,1.1,5.6,5,1,4,5.6,1.7000000000000002,270.0,0.2,2018.1,0,baixa,media,baixa,media,baixa,baixa
20180031216,2.566666666666667,0.0,5.0,6,0,6,0.0,2.566666666666667,330.0,0.0,2018.1,0,baixa,media,baixa,baixa,baixa,media
20180031234,7.7,6.3,8.5,3,3,0,7.7,0.0,210.0,1.0,2018.1,0,media,alta,alta,alta,baixa,baixa
20180031252,5.866666666666667,4.0,7.0,6,5,1,6.24,4.0,330.0,0.8333333333333334,2018.1,0,baixa,alta,media,media,baixa,media
20180031270,5.983333333333333,5.3,6.5,6,6,0,5.983333333333333,0.0,330.0,1.0,2018.1,0,media,media,media,media,baixa,media
20180031332,3.8666666666666667,1.5,6.0,6,2,4,5.6,3.0,330.0,0.3333333333333333,2018.1,0,baixa,media,baixa,media,baixa,media
20180031350,3.6999999999999997,0.5,6.9,6,3,3,5.8999999999999995,1.5,330.0,0.5,2018.1,0,baixa,media,baixa,media,baixa,media
20180031379,2.925,0.2,8.6,4,1,3,8.6,1.0333333333333332,210.0,0.25,2018.1,0,baixa,alta,baixa,alta,baixa,baixa
20180031412,5.683333333333334,3.0,7.2,6,5,1,6.220000000000001,3.0,330.0,0.8333333333333334,2018.1,0,baixa,alta,media,media,baixa,media
20180031430,5.366666666666667,4.4,6.2,6,4,2,5.85,4.4,330.0,0.6666666666666666,2018.1,0,baixa,media,media,media,baixa,media
20180031459,3.1,0.0,6.5,6,1,5,6.5,2.4200000000000004,330.0,0.16666666666666666,2018.1,0,baixa,media,baixa,media,baixa,media
20180031477,3.5333333333333337,1.3,5.9,6,1,5,5.9,3.0599999999999996,330.0,0.16666666666666666,2018.1,0,baixa,media,baixa,media,baixa,media
20180031510,3.7999999999999994,1.4,6.0,6,2,4,5.85,2.7749999999999995,330.0,0.3333333333333333,2018.1,0,baixa,media,baixa,media,baixa,media
20180031575,7.116666666666667,5.9,8.7,6,6,0,7.116666666666667,0.0,330.0,1.0,2018.1,0,media,alta,alta,alta,baixa,media
20180031593,6.633333333333333,5.0,8.3,6,6,0,6.633333333333333,0.0,330.0,1.0,2018.1,0,media,alta,media,media,baixa,media
20180031637,5.8,4.8,8.2,6,5,1,6.0,4.8,330.0,0.8333333333333334,2018.1,0,baixa,alta,media,media,baixa,media
20180031655,3.3000000000000007,0.9,6.4,6,2,4,6.35,1.775,330.0,0.3333333333333333,2018.1,0,baixa,media,baixa,media,baixa,media
20180031691,3.7499999999999996,0.9,6.2,6,2,4,5.7,2.775,330.0,0.3333333333333333,2018.1,0,baixa,media,baixa,media,baixa,media
20180031717,0.55,0.0,1.8,6,0,6,0.0,0.55,330.0,0.0,2018.1,0,baixa,baixa,baixa,baixa,baixa,media
20180031753,4.583333333333333,0.7,6.2,6,4,2,5.8,2.15,330.0,0.6666666666666666,2018.1,0,baixa,media,baixa,media,baixa,media
20180031790,4.366666666666668,2.6,6.9,6,2,4,6.25,3.425,330.0,0.3333333333333333,2018.1,0,baixa,media,baixa,media,baixa,media
20180031815,4.7,3.6,5.8,2,1,1,5.8,3.6,60.0,0.5,2018.1,0,baixa,media,baixa,media,baixa,muito_baixa
20180031833,3.78,1.0,7.1,5,2,3,6.35,2.066666666666667,270.0,0.4,2018.1,0,baixa,alta,baixa,media,baixa,baixa
20180031913,6.425000000000001,2.5,9.9,4,3,1,7.733333333333334,2.5,225.0,0.75,2018.1,0,baixa,alta,media,alta,baixa,baixa
20180031950,6.349999999999999,5.2,7.6,6,6,0,6.349999999999999,0.0,330.0,1.0,2018.1,0,media,alta,media,media,baixa,media
20180031978,7.849999999999999,6.8,10.0,6,6,0,7.849999999999999,0.0,330.0,1.0,2018.1,0,media,,alta,alta,baixa,media
20180032017,2.3000000000000003,0.0,6.2,6,1,5,6.2,1.52,330.0,0.16666666666666666,2018.1,0,baixa,media,baixa,media,baixa,media
20180032053,7.3,6.4,8.2,6,6,0,7.3,0.0,330.0,1.0,2018.1,0,media,alta,alta,alta,baixa,media
20180032071,5.0,1.8,7.1,4,3,1,6.066666666666666,1.8,210.0,0.75,2018.1,0,baixa,alta,media,media,baixa,baixa
20180032133,2.966666666666667,0.0,6.5,6,1,5,6.5,2.2600000000000002,330.0,0.16666666666666666,2018.1,0,baixa,media,baixa,media,baixa,media
20180032213,5.516666666666667,2.5,7.5,6,4,2,6.775,3.0,330.0,0.6666666666666666,2018.1,0,baixa,alta,media,media,baixa,media
20180032231,3.55,0.0,7.1,2,1,1,7.1,0.0,120.0,0.5,2018.1,0,baixa,alta,baixa,alta,baixa,baixa
20180032250,7.133333333333334,5.8,8.4,6,6,0,7.133333333333334,0.0,330.0,1.0,2018.1,0,media,alta,alta,alta,baixa,media
20180032311,5.25,0.1,7.9,6,5,1,6.279999999999999,0.1,330.0,0.8333333333333334,2018.1,0,baixa,alta,media,media,baixa,media
20180032330,4.85,0.7,7.2,6,4,2,6.3,1.9500000000000002,330.0,0.6666666666666666,2018.1,0,baixa,alta,baixa,media,baixa,media
20180032358,6.449999999999999,5.4,7.6,6,6,0,6.449999999999999,0.0,330.0,1.0,2018.1,0,media,alta,media,media,baixa,media
20180032376,4.266666666666667,0.7,7.0,6,4,2,5.7749999999999995,1.25,330.0,0.6666666666666666,2018.1,0,baixa,alta,baixa,media,baixa,media
20180032394,7.133333333333333,5.5,8.3,6,6,0,7.133333333333333,0.0,330.0,1.0,2018.1,0,media,alta,alta,alta,baixa,media
20180032438,6.400000000000001,2.5,8.8,6,5,1,7.18,2.5,330.0,0.8333333333333334,2018.1,0,baixa,alta,media,alta,baixa,media
20180032474,7.033333333333332,4.3,9.3,6,5,1,7.58,4.3,330.0,0.8333333333333334,2018.1,0,baixa,alta,alta,alta,baixa,media
20180032492,3.8666666666666667,1.3,6.4,6,3,3,5.833333333333333,1.9000000000000001,330.0,0.5,2018.1,0,baixa,media,baixa,media,baixa,media
20180032518,5.583333333333333,5.0,6.2,6,6,0,5.583333333333333,0.0,330.0,1.0,2018.1,0,media,media,media,media,baixa,media
20180032536,5.233333333333333,3.2,7.1,6,4,2,6.0,3.7,330.0,0.6666666666666666,2018.1,0,baixa,alta,media,media,baixa,media
20180032554,6.516666666666667,5.0,7.6,6,6,0,6.516666666666667,0.0,330.0,1.0,2018.1,0,media,alta,media,media,baixa,media
20180032590,5.583333333333333,2.7,7.5,6,5,1,6.16,2.7,330.0,0.8333333333333334,2018.1,0,baixa,alta,media,media,baixa,media
20180032652,4.516666666666667,0.7,8.1,6,3,3,6.466666666666666,2.566666666666667,330.0,0.5,2018.1,0,baixa,alta,baixa,media,baixa,media
20180032670,5.6000000000000005,2.5,7.5,6,5,1,6.22,2.5,330.0,0.8333333333333334,2018.1,0,baixa,alta,media,media,baixa,media
20180032699,5.05,1.7,6.2,6,5,1,5.720000000000001,1.7,330.0,0.8333333333333334,2018.1,0,baixa,media,media,media,baixa,media
20180032714,7.583333333333333,6.5,9.8,6,6,0,7.583333333333333,0.0,330.0,1.0,2018.1,0,media,alta,alta,alta,baixa,media
20180032732,5.233333333333333,2.0,7.7,6,4,2,6.6499999999999995,2.4,330.0,0.6666666666666666,2018.1,0,baixa,alta,media,media,baixa,media
20180032750,6.283333333333332,5.2,7.1,6,6,0,6.283333333333332,0.0,330.0,1.0,2018.1,0,media,alta,media,media,baixa,media
20180032812,4.366666666666666,0.0,8.2,6,3,3,6.933333333333334,1.8,330.0,0.5,2018.1,0,baixa,alta,baixa,media,baixa,media
20180032877,6.083333333333333,3.7,8.3,6,5,1,6.56,3.7,330.0,0.8333333333333334,2018.1,0,baixa,alta,media,media,baixa,media
20180032895,3.266666666666666,0.5,8.4,6,2,4,7.85,0.9750000000000001,330.0,0.3333333333333333,2018.1,0,baixa,alta,baixa,alta,baixa,media
20180032939,3.133333333333334,0.1,7.1,6,2,4,6.949999999999999,1.2249999999999999,330.0,0.3333333333333333,2018.1,0,baixa,alta,baixa,media,baixa,media
20180032957,3.4333333333333336,0.5,6.4,6,2,4,6.0,2.1500000000000004,330.0,0.3333333333333333,2018.1,0,baixa,media,baixa,media,baixa,media
20180032993,7.333333333333333,6.2,9.0,6,6,0,7.333333333333333,0.0,330.0,1.0,2018.1,0,media,alta,alta,alta,baixa,media
20180033050,5.8500000000000005,4.5,7.4,6,5,1,6.12,4.5,330.0,0.8333333333333334,2018.1,0,baixa,alta,media,media,baixa,media
20180033079,0.03333333333333333,0.0,0.2,6,0,6,0.0,0.03333333333333333,330.0,0.0,2018.1,0,baixa,baixa,baixa,baixa,baixa,media
20180033112,0.0,0.0,0.0,1,0,1,0.0,0.0,60.0,0.0,2018.1,0,baixa,baixa,baixa,baixa,baixa,muito_baixa
20180033130,3.1,0.5,6.5,5,1,4,6.5,2.25,270.0,0.2,2018.1,0,baixa,media,baixa,media,baixa,baixa
20180033177,5.1,5.1,5.1,1,1,0,5.1,0.0,60.0,1.0,2018.1,0,media,media,media,media,baixa,muito_baixa
20180033195,2.5166666666666666,0.3,6.2,6,2,4,5.95,0.8,330.0,0.3333333333333333,2018.1,0,baixa,media,baixa,media,baixa,media
20180033210,5.816666666666666,4.5,7.7,6,5,1,6.08,4.5,330.0,0.8333333333333334,2018.1,0,baixa,alta,media,media,baixa,media
20180033239,6.116666666666667,4.1,7.8,6,5,1,6.5200000000000005,4.1,330.0,0.8333333333333334,2018.1,0,baixa,alta,media,media,baixa,media
20180033257,6.3500000000000005,4.5,8.0,6,5,1,6.720000000000001,4.5,330.0,0.8333333333333334,2018.1,0,baixa,alta,media,media,baixa,media
20180033275,7.05,5.4,8.9,6,6,0,7.05,0.0,330.0,1.0,2018.1,0,media,alta,alta,alta,baixa,media
20180033293,8.566666666666668,7.2,10.0,6,6,0,8.566666666666668,0.0,330.0,1.0,2018.1,0,alta,,alta,alta,baixa,media
20180033337,8.183333333333332,7.5,8.9,6,6,0,8.183333333333332,0.0,330.0,1.0,2018.1,0,alta,alta,alta,alta,baixa,media
20180033355,0.0,0.0,0.0,1,0,1,0.0,0.0,60.0,0.0,2018.1,0,baixa,baixa,baixa,baixa,baixa,muito_baixa
20180033391,5.316666666666666,2.6,6.3,6,5,1,5.859999999999999,2.6,330.0,0.8333333333333334,2018.1,0,baixa,media,media,media,baixa,media
20180033417,6.299999999999999,5.4,7.6,4,4,0,6.299999999999999,0.0,180.0,1.0,2018.1,0,media,alta,media,media,baixa,baixa
20180033435,4.383333333333334,0.1,6.6,6,4,2,5.475,2.1999999999999997,330.0,0.6666666666666666,2018.1,0,baixa,media,baixa,media,baixa,media
20180033453,0.3333333333333333,0.0,1.2,6,0,6,0.0,0.3333333333333333,330.0,0.0,2018.1,0,baixa,baixa,baixa,baixa,baixa,media
20180033471,4.25,3.0,5.4,6,2,4,5.2,3.775,330.0,0.3333333333333333,2018.1,0,baixa,media,baixa,media,baixa,media
